nct_id,cancer_type,cancer_type_label,multi_subtype,categories_matched,generic_listed,source
NCT05737732,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT06730347,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT04068649,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT05488548,multi,Multiple cancer types / basket or umbrella,multiple named cancers,mds_mpn;other_named;prostate,0,conditions
NCT07428044,lung,Lung & thoracic,,lung,0,conditions
NCT07213934,head_neck,Head & neck,,head_neck,0,conditions
NCT07693452,other_named,Other named cancer,,other_named,0,conditions
NCT03899155,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT05837767,multi,Multiple cancer types / basket or umbrella,multiple named cancers,bladder_urothelial;breast;kidney;lung;melanoma_skin;pancreatic;sarcoma,1,conditions
NCT07190300,prostate,Prostate,,prostate,0,conditions
NCT05123807,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT06965114,leukemia,Leukemia,,leukemia,0,conditions
NCT06144606,leukemia,Leukemia,,leukemia,0,conditions
NCT05254184,lung,Lung & thoracic,,lung,0,conditions
NCT06191133,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT06457919,prostate,Prostate,,prostate,0,conditions
NCT06788964,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT04282187,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT06668493,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,0,conditions
NCT05218044,breast,Breast,,breast,0,conditions
NCT06824064,colorectal,Colorectal,,colorectal,0,conditions
NCT06082947,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06708949,kidney,Kidney,,kidney,0,conditions
NCT06417814,lung,Lung & thoracic,,lung,0,conditions
NCT05743621,prostate,Prostate,,prostate,0,conditions
NCT03126916,multi,Multiple cancer types / basket or umbrella,multiple named cancers,brain_cns;other_named,0,conditions
NCT07723209,breast,Breast,,breast,0,conditions
NCT06357533,lung,Lung & thoracic,,lung,0,conditions
NCT05544136,head_neck,Head & neck,,head_neck,0,conditions
NCT04140487,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT07064018,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;gynecologic;lung;sarcoma,0,conditions
NCT06552260,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT06292780,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT06563388,multi,Multiple cancer types / basket or umbrella,multiple named cancers,colorectal;lung;prostate,1,conditions
NCT05184842,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT02830724,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;gynecologic;kidney;melanoma_skin;pancreatic,0,conditions
NCT06337942,multi,Multiple cancer types / basket or umbrella,multiple named cancers,bladder_urothelial;kidney,0,conditions
NCT06499870,prostate,Prostate,,prostate,0,conditions
NCT03866382,multi,Multiple cancer types / basket or umbrella,multiple named cancers,bladder_urothelial;kidney;neuroendocrine_endocrine;other_named;prostate;sarcoma,1,conditions
NCT04105270,lung,Lung & thoracic,,lung,0,conditions
NCT06389591,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT07541573,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06925724,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT06915246,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT05661461,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06010342,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06698003,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,0,conditions
NCT04248569,liver_biliary,Liver & biliary,,liver_biliary,0,conditions
NCT06402201,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT04844528,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;melanoma_skin,0,conditions
NCT06406465,neuroendocrine_endocrine,Neuroendocrine & endocrine,,neuroendocrine_endocrine,1,conditions
NCT04368702,multi,Multiple cancer types / basket or umbrella,multiple named cancers,bladder_urothelial;breast;gastric_esophageal;head_neck;lymphoma,0,conditions
NCT07531095,lung,Lung & thoracic,,lung,0,conditions
NCT05011422,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07061977,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT04732065,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT06624475,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT06914128,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT03541928,prostate,Prostate,,prostate,0,conditions
NCT07356453,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT04563507,breast,Breast,,breast,0,conditions
NCT07644039,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT04774419,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT07148128,multi,Multiple cancer types / basket or umbrella,multiple named cancers,colorectal;lung;pancreatic,1,conditions
NCT05900895,breast,Breast,,breast,0,conditions
NCT05894239,breast,Breast,,breast,0,conditions
NCT05533775,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT07207395,lung,Lung & thoracic,,lung,0,conditions
NCT06008730,lung,Lung & thoracic,,lung,0,conditions
NCT03521830,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT06529822,multi,Multiple cancer types / basket or umbrella,multiple named cancers,bladder_urothelial;gastric_esophageal;lung;melanoma_skin,0,conditions
NCT04049539,leukemia,Leukemia,,leukemia,0,conditions
NCT06165419,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;lung,1,conditions
NCT07432295,gastric_esophageal,Gastric & esophageal,,gastric_esophageal,1,conditions
NCT06051695,multi,Multiple cancer types / basket or umbrella,multiple named cancers,colorectal;gynecologic;lung;pancreatic,1,conditions
NCT04865939,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,0,conditions
NCT07167381,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,1,conditions
NCT06918431,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,0,conditions
NCT04375631,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT05355051,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT06551584,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT07203378,breast,Breast,,breast,0,conditions
NCT06745908,lung,Lung & thoracic,,lung,0,conditions
NCT05773040,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT03184038,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT05333458,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT05592015,leukemia,Leukemia,,leukemia,0,conditions
NCT05535855,leukemia,Leukemia,,leukemia,0,conditions
NCT05607108,lung,Lung & thoracic,,lung,0,conditions
NCT06773208,leukemia,Leukemia,,leukemia,0,conditions
NCT05316129,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT07633756,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT06756035,multi,Multiple cancer types / basket or umbrella,multiple named cancers,colorectal;gynecologic;liver_biliary;lung;other_named;pancreatic,1,conditions
NCT06564038,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,0,conditions
NCT07584226,melanoma_skin,Melanoma & skin,,melanoma_skin,1,conditions
NCT05592938,breast,Breast,,breast,0,conditions
NCT05837455,breast,Breast,,breast,0,conditions
NCT06588478,leukemia,Leukemia,,leukemia,0,conditions
NCT06553885,multi,Multiple cancer types / basket or umbrella,multiple named cancers,colorectal;liver_biliary,0,conditions
NCT06369285,breast,Breast,,breast,0,conditions
NCT04243785,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT06533748,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,0,conditions
NCT06348108,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT03216525,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,0,conditions
NCT06571708,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,0,conditions
NCT06673017,pancreatic,Pancreatic,,pancreatic,0,conditions
NCT07218315,neuroendocrine_endocrine,Neuroendocrine & endocrine,,neuroendocrine_endocrine,0,conditions
NCT07106762,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,0,conditions
NCT07355205,lung,Lung & thoracic,,lung,0,conditions
NCT03907475,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07108998,leukemia,Leukemia,,leukemia,0,conditions
NCT05157763,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT01174121,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;colorectal;gynecologic;neuroendocrine_endocrine;pancreatic,0,conditions
NCT04577014,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT05344833,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT07024784,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,1,conditions
NCT05489887,other_named,Other named cancer,,other_named,0,conditions
NCT07223463,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07428993,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT06600321,liver_biliary,Liver & biliary,,liver_biliary,0,conditions
NCT05006716,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,1,conditions
NCT04665206,multi,Multiple cancer types / basket or umbrella,basket with a named cohort,lung,1,conditions+title
NCT07778316,lung,Lung & thoracic,,lung,0,conditions
NCT04333706,breast,Breast,,breast,1,conditions
NCT07287098,breast,Breast,,breast,0,conditions
NCT05854498,colorectal,Colorectal,,colorectal,0,conditions
NCT05620342,lung,Lung & thoracic,,lung,0,conditions
NCT07130903,colorectal,Colorectal,,colorectal,0,conditions
NCT05873686,multi,Multiple cancer types / basket or umbrella,multiple named cancers,kidney;lung,1,conditions
NCT07222761,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT07405086,multi,Multiple cancer types / basket or umbrella,multiple named cancers,head_neck;kidney;liver_biliary;lung;melanoma_skin,1,conditions
NCT07197827,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07225946,prostate,Prostate,,prostate,0,conditions
NCT06374459,breast,Breast,,breast,0,conditions
NCT07110246,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT06563596,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT05815173,lung,Lung & thoracic,,lung,0,conditions
NCT06450041,other_named,Other named cancer,,other_named,0,conditions
NCT06986083,prostate,Prostate,,prostate,0,conditions
NCT06023641,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT05011383,prostate,Prostate,,prostate,0,conditions
NCT04815356,leukemia,Leukemia,,leukemia,0,conditions
NCT07419295,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,0,conditions
NCT07392957,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT06124157,leukemia,Leukemia,,leukemia,0,conditions
NCT06087653,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT06343077,prostate,Prostate,,prostate,0,conditions
NCT06315257,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT04830137,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,0,conditions
NCT07227402,kidney,Kidney,,kidney,0,conditions
NCT06679829,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT06022939,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT05155501,prostate,Prostate,,prostate,0,conditions
NCT05099172,lung,Lung & thoracic,,lung,0,conditions
NCT07462377,multi,Multiple cancer types / basket or umbrella,multiple named cancers,head_neck;lung,0,conditions
NCT07460375,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06520098,leukemia,Leukemia,,leukemia,0,conditions
NCT03370406,other_unclassified,Other / unclassified,,,0,none
NCT02128906,head_neck,Head & neck,,head_neck,0,title/keywords
NCT06597721,multi,Multiple cancer types / basket or umbrella,multiple named cancers,head_neck;pancreatic,1,conditions
NCT06504914,breast,Breast,,breast,0,title/keywords
NCT07428616,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT04195633,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma;mds_mpn,0,conditions
NCT04018872,gastric_esophageal,Gastric & esophageal,,gastric_esophageal,0,conditions
NCT06926595,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06594445,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,1,conditions
NCT04343157,brain_cns,Brain & CNS,,brain_cns,1,conditions
NCT07287995,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT05658731,multi,Multiple cancer types / basket or umbrella,multiple named cancers,brain_cns;head_neck,0,conditions
NCT05260957,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT06905197,lung,Lung & thoracic,,lung,0,conditions
NCT06101290,multi,Multiple cancer types / basket or umbrella,multiple named cancers,bladder_urothelial;kidney;prostate,0,conditions
NCT04222413,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;colorectal;pancreatic;sarcoma,1,conditions
NCT07434843,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT07216560,colorectal,Colorectal,,colorectal,0,title/keywords
NCT07361497,lung,Lung & thoracic,,lung,0,conditions
NCT07545954,lung,Lung & thoracic,,lung,0,conditions
NCT07807241,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06040541,multi,Multiple cancer types / basket or umbrella,multiple named cancers,colorectal;lung;pancreatic,1,conditions
NCT06219941,multi,Multiple cancer types / basket or umbrella,multiple named cancers,gastric_esophageal;liver_biliary;pancreatic,0,conditions
NCT04973605,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT05579366,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;gynecologic;lung,0,conditions
NCT07489066,lung,Lung & thoracic,,lung,1,conditions
NCT05981703,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06515470,breast,Breast,,breast,0,conditions
NCT06179069,lung,Lung & thoracic,,lung,0,conditions
NCT07186842,multi,Multiple cancer types / basket or umbrella,multiple named cancers (title/keywords),bladder_urothelial;colorectal;gastric_esophageal;gynecologic;liver_biliary;pancreatic,0,title/keywords
NCT07015242,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT07158164,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;colorectal;head_neck,0,conditions
NCT06801236,prostate,Prostate,,prostate,0,conditions
NCT04848064,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,0,conditions
NCT01746836,leukemia,Leukemia,,leukemia,0,conditions
NCT07283705,pancreatic,Pancreatic,,pancreatic,0,conditions
NCT07594431,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT03213002,brain_cns,Brain & CNS,,brain_cns,1,conditions
NCT07582172,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT07189195,pancreatic,Pancreatic,,pancreatic,1,conditions
NCT07348367,prostate,Prostate,,prostate,0,conditions
NCT06448013,leukemia,Leukemia,,leukemia,0,conditions
NCT05629546,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT06450873,breast,Breast,,breast,0,conditions
NCT07262619,multi,Multiple cancer types / basket or umbrella,multiple named cancers,colorectal;gastric_esophageal;gynecologic,1,conditions
NCT07421700,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,0,conditions
NCT06477692,head_neck,Head & neck,,head_neck,0,conditions
NCT05363111,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT06959511,neuroendocrine_endocrine,Neuroendocrine & endocrine,,neuroendocrine_endocrine,0,conditions
NCT06293898,multi,Multiple cancer types / basket or umbrella,multiple named cancers,bladder_urothelial;breast;gastric_esophageal;gynecologic;liver_biliary;lung,0,conditions
